Vardas              Pavardė            ND1    ND2    ND3    ND4    ND5    ND6    ND7    ND8    ND9    ND10   ND11   ND12   ND13   ND14   ND15   Egz.
Vardas1556          Pavardė1556        2      8      1      6      8      1      7      9      7      1      6      4      7      6      10     1
Vardas1557          Pavardė1557        8      4      3      5      4      6      10     2      9      1      5      2      5      5      2      5
Vardas1558          Pavardė1558        3      8      3      4      7      1      10     9      9      1      8      1      9      9      9      7
Vardas1559          Pavardė1559        1      10     10     2      2      2      1      1      1      10     9      1      6      7      6      7
Vardas1560          Pavardė1560        7      9      10     4      2      9      2      8      7      3      6      3      2      2      2      2
Vardas1561          Pavardė1561        5      6      9      6      5      3      6      2      7      1      1      8      5      8      1      3
Vardas1562          Pavardė1562        5      10     7      2      4      4      3      2      2      6      7      9      4      8      6      6
Vardas1563          Pavardė1563        10     6      5      5      10     8      7      8      2      8      2      1      3      10     3      3
Vardas1564          Pavardė1564        7      3      4      3      8      7      8      1      8      1      4      8      8      3      10     10
Vardas1565          Pavardė1565        9      4      7      10     1      2      2      4      6      5      2      2      10     4      6      4
Vardas1566          Pavardė1566        7      1      7      6      10     5      10     4      8      1      10     2      4      2      7      6
Vardas1567          Pavardė1567        7      1      9      9      6      4      4      2      5      7      10     7      2      3      3      3
Vardas1568          Pavardė1568        5      8      7      5      8      7      9      10     5      1      10     9      6      1      3      3
Vardas1569          Pavardė1569        1      2      6      10     10     10     5      5      3      2      9      1      2      3      1      10
Vardas1570          Pavardė1570        3      6      8      5      7      6      9      6      8      1      10     8      8      9      8      10
Vardas1571          Pavardė1571        4      7      6      10     9      10     7      3      7      8      8      2      5      3      10     3
Vardas1572          Pavardė1572        4      1      8      2      9      4      4      9      7      4      3      2      3      7      8      2
Vardas1573          Pavardė1573        5      3      3      6      5      7      5      4      8      7      8      6      9      3      5      5
Vardas1574          Pavardė1574        2      2      8      3      6      5      1      5      5      4      3      8      9      4      7      6
Vardas1575          Pavardė1575        9      8      9      3      1      1      8      5      4      10     7      5      5      1      1      3
Vardas1576          Pavardė1576        6      10     5      6      6      9      3      10     5      4      9      8      2      7      7      8
Vardas1577          Pavardė1577        8      6      10     3      9      1      2      10     9      2      1      9      10     6      8      6
Vardas1578          Pavardė1578        5      9      9      8      4      5      2      3      7      3      6      9      3      2      2      6
Vardas1579          Pavardė1579        2      5      2      1      5      4      8      7      10     6      4      10     4      2      7      5
Vardas1580          Pavardė1580        6      7      3      2      1      9      1      3      6      1      1      9      10     7      7      9
Vardas1581          Pavardė1581        5      9      8      4      8      8      4      3      9      8      3      7      5      7      10     6
Vardas1582          Pavardė1582        10     1      7      4      5      7      6      10     6      7      10     8      7      10     10     3
Vardas1583          Pavardė1583        9      5      1      9      5      9      5      6      4      1      2      7      7      6      1      1
Vardas1584          Pavardė1584        7      4      4      6      6      10     3      6      9      7      2      3      5      10     10     7
Vardas1585          Pavardė1585        10     2      2      4      2      5      3      9      10     1      2      9      5      2      8      9
Vardas1586          Pavardė1586        7      8      7      10     2      5      4      2      10     6      5      6      3      8      5      10
Vardas1587          Pavardė1587        2      4      1      4      5      6      7      1      1      4      10     1      8      8      1      2
Vardas1588          Pavardė1588        9      9      5      3      2      10     1      10     8      8      4      3      5      5      8      10
Vardas1589          Pavardė1589        10     2      3      3      10     8      6      4      4      8      3      7      2      6      7      4
Vardas1590          Pavardė1590        5      4      4      4      5      8      9      2      10     2      10     1      10     6      2      7
Vardas1591          Pavardė1591        4      7      7      6      9      7      7      7      7      10     9      2      4      10     10     5
Vardas1592          Pavardė1592        2      2      9      8      7      10     2      8      9      2      5      1      4      6      6      5
Vardas1593          Pavardė1593        8      4      1      3      6      4      5      7      4      8      4      6      9      3      8      6
Vardas1594          Pavardė1594        9      7      8      6      9      6      8      8      3      4      1      4      9      3      6      10
Vardas1595          Pavardė1595        7      1      8      9      4      2      5      6      10     5      7      6      7      10     2      8
Vardas1596          Pavardė1596        4      8      3      3      2      6      3      8      10     10     7      4      3      1      10     2
Vardas1597          Pavardė1597        6      10     9      3      8      9      4      7      10     9      5      6      5      4      2      7
Vardas1598          Pavardė1598        6      1      3      2      6      7      6      4      1      5      1      3      9      10     9      3
Vardas1599          Pavardė1599        8      7      2      7      2      3      1      1      9      2      7      6      6      8      6      7
Vardas1600          Pavardė1600        4      10     9      8      10     2      3      3      10     10     2      6      3      10     2      1
Vardas1601          Pavardė1601        1      8      6      10     4      3      8      8      2      3      5      4      6      8      1      8
Vardas1602          Pavardė1602        10     5      4      2      6      3      10     7      10     8      7      8      8      4      6      8
Vardas1603          Pavardė1603        6      3      9      8      7      8      8      6      5      1      4      3      6      10     1      4
Vardas1604          Pavardė1604        7      5      9      3      2      4      10     8      4      3      3      6      8      6      5      6
Vardas1605          Pavardė1605        7      2      5      10     3      2      8      9      5      1      9      10     8      7      6      1
Vardas1606          Pavardė1606        10     4      1      2      10     6      3      5      9      1      8      7      4      6      7      2
Vardas1607          Pavardė1607        10     8      1      1      1      8      10     2      1      3      3      10     10     2      8      10
Vardas1608          Pavardė1608        8      1      5      8      6      10     6      5      10     8      4      3      8      4      10     9
Vardas1609          Pavardė1609        8      2      7      1      9      8      7      2      6      5      3      2      8      3      2      6
Vardas1610          Pavardė1610        10     2      9      6      9      10     3      5      6      6      1      3      5      7      7      1
Vardas1611          Pavardė1611        1      6      7      7      7      9      2      4      8      1      2      7      6      5      2      4
Vardas1612          Pavardė1612        2      5      1      2      2      6      1      8      4      6      5      10     1      9      6      8
Vardas1613          Pavardė1613        3      9      4      4      2      5      10     1      9      4      5      4      9      10     3      6
Vardas1614          Pavardė1614        2      7      8      6      10     6      9      1      3      2      1      3      7      2      9      10
Vardas1615          Pavardė1615        6      2      10     7      6      2      6      2      6      7      2      7      5      2      2      2
Vardas1616          Pavardė1616        3      5      8      10     9      5      10     6      6      6      8      9      9      1      1      4
Vardas1617          Pavardė1617        4      8      4      9      7      3      6      1      2      8      7      8      8      2      4      2
Vardas1618          Pavardė1618        9      8      5      2      7      10     3      8      3      7      6      6      10     3      4      7
Vardas1619          Pavardė1619        1      9      1      1      2      9      6      1      6      8      5      6      6      3      7      6
Vardas1620          Pavardė1620        5      8      6      3      4      3      5      6      6      10     9      5      2      2      10     7
Vardas1621          Pavardė1621        10     3      5      8      9      3      3      2      9      10     2      2      9      4      7      4
Vardas1622          Pavardė1622        4      10     8      9      4      2      5      5      2      6      8      10     9      6      9      5
Vardas1623          Pavardė1623        2      1      4      3      9      4      5      7      6      2      10     9      1      1      8      7
Vardas1624          Pavardė1624        5      10     3      2      10     5      2      9      3      6      8      1      9      9      1      1
Vardas1625          Pavardė1625        9      3      2      5      3      2      3      10     1      1      7      5      6      6      1      8
Vardas1626          Pavardė1626        5      9      9      9      9      2      7      1      10     7      7      3      6      1      9      8
Vardas1627          Pavardė1627        6      2      8      8      6      2      1      1      10     4      8      2      7      7      1      6
Vardas1628          Pavardė1628        2      8      3      6      10     10     4      2      6      6      3      2      7      6      9      9
Vardas1629          Pavardė1629        7      7      9      10     1      2      9      3      1      3      7      10     2      1      9      10
Vardas1630          Pavardė1630        10     8      8      1      2      6      7      1      9      3      8      4      1      3      2      2
Vardas1631          Pavardė1631        4      10     9      3      4      9      10     9      4      4      4      1      5      1      7      4
Vardas1632          Pavardė1632        2      10     6      6      2      2      6      1      6      1      1      8      5      7      9      5
Vardas1633          Pavardė1633        3      5      10     2      10     3      9      1      2      5      5      7      8      6      3      5
Vardas1634          Pavardė1634        10     10     7      8      9      2      5      7      5      1      7      4      6      10     7      7
Vardas1635          Pavardė1635        7      6      4      2      4      9      8      2      6      5      9      6      6      10     8      5
Vardas1636          Pavardė1636        2      8      2      1      4      3      4      10     5      4      3      2      10     9      7      10
Vardas1637          Pavardė1637        3      8      7      7      7      6      9      8      1      9      1      4      2      4      9      1
Vardas1638          Pavardė1638        7      7      9      4      2      6      3      3      10     3      9      6      2      2      10     1
Vardas1639          Pavardė1639        9      2      1      1      9      10     3      2      10     3      3      1      3      5      1      9
Vardas1640          Pavardė1640        6      4      6      5      1      3      10     7      1      3      7      9      7      8      7      1
Vardas1641          Pavardė1641        7      5      8      4      10     10     4      9      8      4      9      5      8      8      4      1
Vardas1642          Pavardė1642        5      10     9      7      2      6      10     7      1      4      4      10     8      5      7      5
Vardas1643          Pavardė1643        9      8      4      7      3      1      3      9      7      4      5      6      9      1      9      7
Vardas1644          Pavardė1644        7      8      3      8      9      6      2      8      1      3      1      3      3      7      8      10
Vardas1645          Pavardė1645        4      7      3      2      8      10     7      10     9      4      3      8      6      1      3      2
Vardas1646          Pavardė1646        6      4      2      6      5      8      1      4      1      10     7      2      10     9      6      7
Vardas1647          Pavardė1647        1      8      1      8      5      6      2      1      2      3      10     8      6      9      7      9
Vardas1648          Pavardė1648        4      2      3      8      1      9      5      2      6      1      7      5      7      7      8      5
Vardas1649          Pavardė1649        10     7      4      8      9      9      4      1      3      4      5      1      7      3      2      3
Vardas1650          Pavardė1650        2      3      1      9      4      5      1      1      5      9      1      6      4      5      6      8
Vardas1651          Pavardė1651        7      9      8      5      1      2      8      10     3      8      1      3      5      2      1      1
Vardas1652          Pavardė1652        9      6      6      3      6      2      9      5      5      8      9      10     7      4      4      2
Vardas1653          Pavardė1653        5      2      10     4      8      9      10     8      9      7      9      5      10     5      3      9
Vardas1654          Pavardė1654        4      8      4      3      1      1      7      10     5      4      10     1      8      2      9      9
Vardas1655          Pavardė1655        7      10     2      6      8      1      1      5      3      1      10     3      6      1      2      10
Vardas1656          Pavardė1656        10     1      9      9      7      7      4      5      5      3      5      1      8      7      1      6
Vardas1657          Pavardė1657        3      9      8      2      1      10     7      8      2      8      7      5      2      7      2      5
Vardas1658          Pavardė1658        5      1      5      4      2      5      9      4      3      4      1      8      4      2      7      9
Vardas1659          Pavardė1659        7      6      1      3      4      4      7      3      3      3      1      3      9      8      4      8
Vardas1660          Pavardė1660        8      8      5      2      2      6      1      9      3      1      5      10     5      2      1      7
Vardas1661          Pavardė1661        8      2      7      2      4      5      3      2      1      9      8      8      8      2      3      6
Vardas1662          Pavardė1662        1      9      3      1      7      3      2      1      10     2      8      5      2      3      2      6
Vardas1663          Pavardė1663        9      10     4      10     8      8      1      10     7      8      9      9      4      10     1      6
Vardas1664          Pavardė1664        3      10     9      4      8      4      2      5      5      1      2      8      1      9      1      4
Vardas1665          Pavardė1665        8      5      2      10     3      9      2      2      3      5      7      8      6      8      3      7
Vardas1666          Pavardė1666        7      1      8      6      9      4      8      5      5      9      5      1      7      2      8      4
Vardas1667          Pavardė1667        1      4      4      8      7      9      4      10     4      7      4      5      4      3      9      3
Vardas1668          Pavardė1668        9      2      2      7      9      9      7      5      1      9      2      3      4      10     1      1
Vardas1669          Pavardė1669        3      3      7      8      8      10     8      6      1      3      3      1      6      7      10     1
Vardas1670          Pavardė1670        10     1      5      3      4      1      1      8      2      1      1      10     10     5      7      6
Vardas1671          Pavardė1671        3      2      4      5      7      6      9      7      4      2      3      8      3      4      10     6
Vardas1672          Pavardė1672        9      9      1      6      10     10     1      7      1      3      10     10     3      1      10     3
Vardas1673          Pavardė1673        4      7      9      6      8      3      4      4      7      9      5      5      8      10     4      7
Vardas1674          Pavardė1674        6      1      5      7      3      10     2      1      9      6      2      9      3      2      7      9
Vardas1675          Pavardė1675        3      7      1      10     1      2      8      3      3      9      8      6      7      6      3      6
Vardas1676          Pavardė1676        5      1      8      8      7      6      7      6      10     2      5      3      5      9      8      2
Vardas1677          Pavardė1677        3      6      2      4      6      3      5      10     8      4      10     1      2      3      10     10
Vardas1678          Pavardė1678        5      2      5      8      6      2      7      8      4      10     7      3      2      7      6      5
Vardas1679          Pavardė1679        7      3      7      9      7      10     7      3      2      2      7      5      1      10     8      9
Vardas1680          Pavardė1680        4      7      2      7      8      7      6      4      5      10     9      9      1      10     5      1
Vardas1681          Pavardė1681        10     10     8      3      1      10     8      10     7      8      1      5      2      3      4      6
Vardas1682          Pavardė1682        10     6      5      10     5      9      4      6      10     7      8      1      6      8      2      1
Vardas1683          Pavardė1683        2      7      6      4      7      10     7      10     10     9      6      2      9      3      8      6
Vardas1684          Pavardė1684        2      5      2      7      1      2      5      7      8      1      3      2      2      7      6      8
Vardas1685          Pavardė1685        1      10     4      8      6      6      10     10     10     7      3      8      4      3      5      10
Vardas1686          Pavardė1686        4      9      4      4      3      1      10     10     2      2      1      4      6      1      5      7
Vardas1687          Pavardė1687        2      8      1      8      7      9      1      9      6      9      2      1      7      8      7      1
Vardas1688          Pavardė1688        5      7      2      3      2      9      6      1      2      5      8      2      7      3      5      8
Vardas1689          Pavardė1689        2      3      4      3      6      9      5      4      5      9      7      2      8      7      2      4
Vardas1690          Pavardė1690        1      5      3      2      2      7      8      9      8      3      4      9      6      10     10     3
Vardas1691          Pavardė1691        10     9      9      3      6      6      9      9      7      6      6      9      4      3      7      6
Vardas1692          Pavardė1692        8      10     3      10     6      3      10     8      6      1      6      8      4      9      7      1
Vardas1693          Pavardė1693        7      5      2      8      10     9      10     6      6      7      9      3      4      2      10     8
Vardas1694          Pavardė1694        8      7      7      3      8      9      10     7      10     10     10     2      8      6      8      6
Vardas1695          Pavardė1695        7      9      5      7      10     9      2      8      8      10     7      5      7      1      10     4
Vardas1696          Pavardė1696        4      8      2      6      3      2      6      9      5      5      9      8      5      8      7      5
Vardas1697          Pavardė1697        8      3      1      7      6      6      7      4      8      6      5      2      7      9      6      4
Vardas1698          Pavardė1698        9      6      9      4      8      3      7      3      2      2      9      10     7      1      3      8
Vardas1699          Pavardė1699        7      1      9      8      3      6      10     3      9      9      5      4      4      10     7      9
Vardas1700          Pavardė1700        8      1      9      10     8      3      5      1      1      3      6      3      10     4      1      3
Vardas1701          Pavardė1701        6      10     3      2      8      2      5      2      10     1      7      9      8      3      4      1
Vardas1702          Pavardė1702        6      3      4      8      10     4      10     9      6      7      2      6      2      1      8      9
Vardas1703          Pavardė1703        9      4      5      9      5      8      7      7      7      7      9      10     6      7      3      3
Vardas1704          Pavardė1704        10     5      7      3      4      10     7      6      2      4      10     1      8      6      8      7
Vardas1705          Pavardė1705        8      3      1      6      4      10     3      2      5      6      5      8      1      1      8      6
Vardas1706          Pavardė1706        1      6      4      10     6      3      7      5      2      6      3      7      6      5      1      2
Vardas1707          Pavardė1707        10     4      9      2      7      6      2      8      3      9      1      2      9      6      9      4
Vardas1708          Pavardė1708        3      5      9      7      6      8      7      10     2      6      3      8      9      5      4      5
Vardas1709          Pavardė1709        9      8      7      9      3      1      3      7      6      3      8      7      5      4      7      6
Vardas1710          Pavardė1710        7      7      9      7      5      4      3      4      8      4      10     6      2      1      4      2
Vardas1711          Pavardė1711        4      1      3      6      3      7      4      5      1      3      5      2      10     2      9      6
Vardas1712          Pavardė1712        6      9      9      4      10     8      5      6      4      3      2      6      9      7      9      6
Vardas1713          Pavardė1713        8      1      1      5      7      4      6      10     7      7      5      7      6      1      10     2
Vardas1714          Pavardė1714        5      8      5      6      5      9      8      3      7      5      6      10     9      10     9      8
Vardas1715          Pavardė1715        2      2      8      6      8      8      10     8      10     3      1      5      6      6      1      8
Vardas1716          Pavardė1716        7      7      4      4      6      6      9      7      3      8      4      3      2      7      1      8
Vardas1717          Pavardė1717        6      8      2      4      4      6      7      10     10     6      9      3      1      5      1      6
Vardas1718          Pavardė1718        8      1      2      5      7      5      9      3      10     2      3      6      7      9      6      2
Vardas1719          Pavardė1719        9      10     1      8      7      8      10     10     1      6      9      1      9      2      4      10
Vardas1720          Pavardė1720        9      3      8      5      6      2      6      3      10     9      2      2      10     8      5      1
Vardas1721          Pavardė1721        3      10     2      10     2      10     7      2      1      3      5      5      10     6      10     4
Vardas1722          Pavardė1722        6      8      6      5      4      4      8      5      7      2      2      4      8      6      5      10
Vardas1723          Pavardė1723        4      8      9      3      9      1      3      6      2      8      1      4      6      3      7      1
Vardas1724          Pavardė1724        5      6      10     9      1      7      3      10     2      10     3      5      7      6      2      3
Vardas1725          Pavardė1725        8      7      2      3      3      4      3      4      4      4      10     6      6      1      7      9
Vardas1726          Pavardė1726        3      1      6      9      2      6      10     5      2      10     2      9      10     5      9      6
Vardas1727          Pavardė1727        5      9      5      3      10     3      5      3      7      1      9      5      9      4      2      4
Vardas1728          Pavardė1728        3      8      4      2      4      9      9      4      6      6      5      8      8      1      2      8
Vardas1729          Pavardė1729        6      8      8      5      5      10     5      3      5      6      7      4      6      10     6      1
Vardas1730          Pavardė1730        7      10     3      3      3      7      8      5      1      7      6      10     9      1      4      1
Vardas1731          Pavardė1731        3      9      9      8      5      8      6      6      4      3      10     9      9      9      2      2
Vardas1732          Pavardė1732        8      5      7      8      10     8      9      7      10     10     10     1      8      3      5      6
Vardas1733          Pavardė1733        8      6      4      5      1      7      6      7      2      5      7      2      2      5      6      2
Vardas1734          Pavardė1734        1      10     9      3      2      4      5      8      7      10     4      8      7      5      5      2
Vardas1735          Pavardė1735        3      10     4      4      3      2      4      7      10     9      10     1      9      7      4      6
Vardas1736          Pavardė1736        8      1      4      1      2      6      2      6      1      9      7      4      1      10     6      3
Vardas1737          Pavardė1737        3      3      2      7      8      5      8      3      9      4      3      7      2      3      2      3
Vardas1738          Pavardė1738        9      3      6      2      1      8      6      7      7      7      4      8      3      4      10     1
Vardas1739          Pavardė1739        7      7      5      3      2      6      3      6      6      5      2      9      3      6      3      6
Vardas1740          Pavardė1740        6      2      7      6      9      9      8      8      2      5      9      1      6      2      7      3
Vardas1741          Pavardė1741        4      1      6      5      5      4      10     1      1      6      2      3      1      10     8      9
Vardas1742          Pavardė1742        8      3      4      8      10     7      4      4      7      2      7      4      9      8      6      9
Vardas1743          Pavardė1743        6      1      10     10     7      1      5      5      4      5      4      9      5      4      5      6
Vardas1744          Pavardė1744        3      5      2      10     9      10     6      1      5      2      4      1      8      9      2      6
Vardas1745          Pavardė1745        3      10     4      4      3      4      6      3      1      5      5      8      9      4      1      8
Vardas1746          Pavardė1746        10     2      2      10     3      3      9      7      3      8      1      9      4      8      5      1
Vardas1747          Pavardė1747        10     1      6      2      2      4      6      8      5      4      10     3      4      5      10     1
Vardas1748          Pavardė1748        1      2      5      5      5      2      5      6      2      9      8      2      6      4      7      6
Vardas1749          Pavardė1749        6      1      5      7      4      1      3      5      4      8      2      3      5      4      6      4
Vardas1750          Pavardė1750        8      7      6      8      1      4      8      1      3      2      2      3      9      5      4      2
Vardas1751          Pavardė1751        9      7      3      5      1      8      1      9      7      2      9      7      5      3      9      9
Vardas1752          Pavardė1752        9      2      10     7      2      8      9      1      10     2      8      10     6      9      4      7
Vardas1753          Pavardė1753        3      9      7      3      1      4      6      7      8      4      7      4      7      6      4      10
Vardas1754          Pavardė1754        8      4      3      9      5      4      3      5      5      8      3      1      10     3      4      7
Vardas1755          Pavardė1755        6      10     5      8      10     7      4      10     8      3      9      6      8      3      8      7
Vardas1756          Pavardė1756        8      5      5      8      10     1      5      2      3      7      3      2      4      2      3      10
Vardas1757          Pavardė1757        7      7      4      5      3      3      8      1      3      3      2      9      3      7      1      1
Vardas1758          Pavardė1758        2      3      2      4      7      4      5      7      5      10     1      8      5      6      6      1
Vardas1759          Pavardė1759        2      2      6      9      7      8      5      6      3      3      1      7      5      4      8      9
Vardas1760          Pavardė1760        2      10     5      10     4      7      7      10     4      4      2      8      9      2      9      4
Vardas1761          Pavardė1761        5      7      3      3      2      7      10     10     9      9      9      4      5      5      7      10
Vardas1762          Pavardė1762        10     1      7      5      9      3      2      8      5      1      8      8      10     4      10     9
Vardas1763          Pavardė1763        5      2      2      10     2      6      6      1      1      1      6      3      10     3      6      8
Vardas1764          Pavardė1764        10     1      9      3      8      1      3      7      2      5      2      4      1      6      2      8
Vardas1765          Pavardė1765        9      1      5      2      8      4      3      5      2      7      7      6      3      1      5      7
Vardas1766          Pavardė1766        10     8      10     8      7      10     2      4      7      6      4      8      8      8      9      2
Vardas1767          Pavardė1767        5      2      1      5      10     2      9      4      1      7      10     6      9      7      3      1
Vardas1768          Pavardė1768        1      7      8      4      10     3      10     1      10     10     10     2      8      2      8      4
Vardas1769          Pavardė1769        9      6      8      8      9      2      2      3      1      5      4      10     2      3      4      5
Vardas1770          Pavardė1770        10     4      10     4      3      8      4      6      4      5      9      1      10     6      2      7
Vardas1771          Pavardė1771        10     7      6      7      2      10     6      9      5      3      6      2      10     7      7      10
Vardas1772          Pavardė1772        5      1      10     3      1      9      10     7      2      3      8      8      8      4      7      9
Vardas1773          Pavardė1773        10     5      6      2      3      5      4      6      6      6      7      6      2      8      1      6
Vardas1774          Pavardė1774        3      10     2      4      3      3      10     7      8      2      1      5      1      4      10     1
Vardas1775          Pavardė1775        2      10     2      7      7      4      1      8      6      2      7      5      10     10     9      5
Vardas1776          Pavardė1776        9      5      9      2      4      5      10     7      7      10     6      4      7      2      7      6
Vardas1777          Pavardė1777        10     7      9      9      10     2      5      7      10     5      4      4      4      1      7      10
Vardas1778          Pavardė1778        6      1      1      5      6      10     1      8      2      5      10     3      8      4      5      3
Vardas1779          Pavardė1779        6      1      3      9      5      8      5      1      6      8      10     9      1      6      1      7
Vardas1780          Pavardė1780        7      4      4      9      4      9      4      7      7      3      5      1      1      3      6      1
Vardas1781          Pavardė1781        4      8      3      4      9      7      3      5      4      4      2      10     10     10     8      7
Vardas1782          Pavardė1782        7      6      8      3      2      1      3      7      6      5      4      9      2      6      5      10
Vardas1783          Pavardė1783        9      5      6      3      8      4      6      1      7      8      4      1      10     4      10     6
Vardas1784          Pavardė1784        4      1      1      8      8      7      1      8      5      3      6      7      7      6      6      9
Vardas1785          Pavardė1785        9      5      5      1      9      6      10     6      3      9      4      4      7      5      1      9
Vardas1786          Pavardė1786        10     3      10     7      2      7      9      7      9      6      8      9      3      10     3      1
Vardas1787          Pavardė1787        2      4      8      4      3      5      8      4      1      2      1      7      4      10     2      5
Vardas1788          Pavardė1788        2      10     3      9      4      6      10     10     5      5      2      6      10     4      6      9
Vardas1789          Pavardė1789        2      6      3      10     10     8      2      10     4      4      3      2      4      3      3      8
Vardas1790          Pavardė1790        10     2      2      8      6      4      10     3      8      4      1      8      1      9      4      7
Vardas1791          Pavardė1791        9      4      8      3      10     1      9      4      6      2      10     10     5      5      4      3
Vardas1792          Pavardė1792        10     4      8      10     9      2      5      6      8      6      7      1      4      5      4      9
Vardas1793          Pavardė1793        2      3      3      3      5      7      3      5      4      5      6      8      9      8      2      1
Vardas1794          Pavardė1794        9      5      3      1      1      3      6      6      8      7      5      10     6      3      2      2
Vardas1795          Pavardė1795        8      1      8      4      1      6      2      1      7      8      8      5      3      9      1      9
Vardas1796          Pavardė1796        2      5      8      7      5      2      2      1      7      9      4      4      3      6      1      4
Vardas1797          Pavardė1797        5      10     7      1      6      3      5      7      3      6      5      5      8      10     9      4
Vardas1798          Pavardė1798        6      2      2      4      8      2      3      5      10     4      2      8      5      10     7      10
Vardas1799          Pavardė1799        10     7      5      3      6      3      7      10     1      6      7      1      1      10     2      6
Vardas1800          Pavardė1800        9      10     10     1      1      1      2      9      4      7      2      9      2      10     3      5
Vardas1801          Pavardė1801        9      2      3      8      2      1      3      10     4      9      4      9      6      7      7      10
Vardas1802          Pavardė1802        7      3      3      10     9      1      6      4      10     3      3      8      10     3      5      8
Vardas1803          Pavardė1803        9      8      5      3      5      4      9      3      3      5      5      6      6      9      2      2
Vardas1804          Pavardė1804        1      9      6      7      7      5      1      5      7      1      7      10     9      5      6      2
Vardas1805          Pavardė1805        6      3      7      3      7      8      8      9      10     4      4      8      4      8      3      6
Vardas1806          Pavardė1806        4      7      5      1      5      9      9      6      3      5      5      3      7      9      5      2
Vardas1807          Pavardė1807        8      6      6      10     4      1      6      7      6      2      3      7      1      3      2      8
Vardas1808          Pavardė1808        1      2      8      3      2      3      8      1      8      6      10     6      1      2      7      5
Vardas1809          Pavardė1809        9      10     6      9      3      4      2      4      7      1      9      7      7      6      3      8
Vardas1810          Pavardė1810        3      3      10     10     7      6      4      7      7      9      2      6      9      4      10     9
Vardas1811          Pavardė1811        8      2      4      10     3      6      4      7      4      4      1      4      9      1      6      8
Vardas1812          Pavardė1812        1      8      7      1      8      3      1      10     9      4      10     5      6      6      2      10
Vardas1813          Pavardė1813        3      9      5      10     3      9      1      3      6      8      4      3      6      10     7      6
Vardas1814          Pavardė1814        6      7      8      5      7      1      6      8      5      5      8      1      6      5      10     6
Vardas1815          Pavardė1815        5      4      7      2      2      6      3      1      5      5      6      7      4      6      1      7
Vardas1816          Pavardė1816        6      7      3      3      7      2      5      3      10     9      10     8      2      6      9      2
Vardas1817          Pavardė1817        5      5      6      8      6      2      10     9      9      6      6      3      5      8      4      9
Vardas1818          Pavardė1818        5      8      1      7      9      8      9      4      8      2      9      9      3      7      6      1
Vardas1819          Pavardė1819        6      3      4      3      6      1      9      6      7      7      7      9      5      7      9      3
Vardas1820          Pavardė1820        5      1      9      7      1      2      2      8      8      5      7      2      5      3      7      3
Vardas1821          Pavardė1821        9      8      1      5      2      1      8      2      4      2      4      9      3      9      2      2
Vardas1822          Pavardė1822        3      2      1      7      3      2      3      4      8      4      2      2      4      1      8      3
Vardas1823          Pavardė1823        9      8      6      2      2      5      8      3      3      2      8      3      9      10     4      5
Vardas1824          Pavardė1824        1      9      3      8      5      10     5      8      9      7      9      10     2      7      2      3
Vardas1825          Pavardė1825        7      8      4      1      8      3      4      1      10     2      2      10     7      2      9      4
Vardas1826          Pavardė1826        10     10     10     8      4      6      9      10     10     5      6      5      4      8      2      3
Vardas1827          Pavardė1827        9      10     7      5      9      9      2      2      2      3      1      7      6      6      4      8
Vardas1828          Pavardė1828        9      10     7      10     2      8      9      5      3      9      9      2      7      3      10     4
Vardas1829          Pavardė1829        2      9      9      6      8      4      10     7      1      5      1      10     7      1      1      8
Vardas1830          Pavardė1830        7      6      4      3      8      7      8      6      10     9      7      4      4      7      5      7
Vardas1831          Pavardė1831        1      5      5      4      5      10     3      8      9      9      3      5      9      4      3      5
Vardas1832          Pavardė1832        1      3      3      9      5      9      6      7      3      5      9      7      2      10     3      9
Vardas1833          Pavardė1833        3      9      9      4      1      3      6      5      5      10     6      2      9      7      1      3
Vardas1834          Pavardė1834        3      7      3      1      2      3      1      5      2      7      6      9      2      4      4      3
Vardas1835          Pavardė1835        5      7      2      1      2      10     7      5      1      9      9      7      4      5      4      3
Vardas1836          Pavardė1836        9      4      5      7      5      2      7      8      10     4      8      5      6      7      2      6
Vardas1837          Pavardė1837        4      4      6      8      8      10     5      5      8      3      6      10     2      9      5      6
Vardas1838          Pavardė1838        5      6      6      7      7      8      1      9      2      6      2      10     1      4      9      5
Vardas1839          Pavardė1839        10     5      9      7      5      1      1      4      9      5      10     4      4      3      8      1
Vardas1840          Pavardė1840        2      7      8      5      10     9      7      6      6      6      2      7      8      10     3      5
Vardas1841          Pavardė1841        1      9      3      10     3      7      2      9      6      6      6      5      1      8      7      3
Vardas1842          Pavardė1842        3      1      5      4      2      4      9      1      7      7      7      1      8      2      9      9
Vardas1843          Pavardė1843        5      10     10     7      5      1      9      10     5      1      5      2      5      5      10     2
Vardas1844          Pavardė1844        8      7      7      2      7      9      9      6      6      10     8      4      4      7      8      3
Vardas1845          Pavardė1845        10     7      9      10     4      3      2      6      3      6      3      4      10     3      4      8
Vardas1846          Pavardė1846        6      7      4      7      1      8      7      9      9      9      1      7      9      3      6      10
Vardas1847          Pavardė1847        8      5      10     8      1      5      2      1      3      1      7      3      8      3      2      6
Vardas1848          Pavardė1848        1      8      6      5      10     4      9      1      4      4      10     5      7      5      4      7
Vardas1849          Pavardė1849        3      4      10     1      5      4      8      3      9      8      5      5      4      10     1      8
Vardas1850          Pavardė1850        1      6      7      5      2      5      9      10     6      6      6      1      10     6      9      7
Vardas1851          Pavardė1851        4      4      5      8      10     1      4      9      9      8      5      9      6      5      9      1
