Vardas              Pavardė            ND1    ND2    ND3    ND4    ND5    ND6    ND7    ND8    ND9    ND10   ND11   ND12   ND13   ND14   ND15   Egz.
Vardas308           Pavardė308         7      2      3      6      3      6      5      8      6      5      2      5      4      5      10     3
Vardas309           Pavardė309         8      6      4      5      9      5      5      5      10     1      1      3      2      6      1      2
Vardas310           Pavardė310         3      5      6      9      6      4      3      2      3      4      6      5      1      3      1      7
Vardas311           Pavardė311         4      3      9      4      9      5      8      3      3      1      3      6      10     7      6      6
Vardas312           Pavardė312         6      9      9      4      5      9      2      8      6      6      8      10     10     2      10     3
Vardas313           Pavardė313         1      8      1      3      3      6      9      3      3      4      9      5      9      10     8      2
Vardas314           Pavardė314         3      8      7      2      3      7      9      2      8      8      7      10     4      10     9      9
Vardas315           Pavardė315         6      1      4      6      8      4      7      5      2      9      7      1      5      10     8      9
Vardas316           Pavardė316         6      6      6      6      8      2      9      10     1      7      10     9      8      7      6      4
Vardas317           Pavardė317         2      4      9      1      7      5      9      5      8      2      7      6      3      9      10     6
Vardas318           Pavardė318         4      8      8      8      3      2      7      8      8      2      2      9      4      1      4      3
Vardas319           Pavardė319         1      7      3      9      5      2      4      8      10     8      7      5      3      8      2      6
Vardas320           Pavardė320         1      7      6      1      8      2      9      3      1      5      2      2      2      2      4      8
Vardas321           Pavardė321         2      9      1      5      3      2      2      2      4      5      3      6      2      4      7      1
Vardas322           Pavardė322         8      2      2      5      1      9      2      5      6      8      3      5      8      8      4      3
Vardas323           Pavardė323         6      5      4      8      1      5      4      3      8      5      1      2      3      4      10     3
Vardas324           Pavardė324         8      5      9      6      7      8      8      7      9      3      5      5      9      10     4      8
Vardas325           Pavardė325         3      3      8      6      5      9      3      10     9      3      10     10     5      8      9      8
Vardas326           Pavardė326         5      3      10     6      7      7      10     2      1      9      9      4      10     5      9      3
Vardas327           Pavardė327         5      3      6      10     9      7      4      1      4      2      7      8      5      9      1      8
Vardas328           Pavardė328         4      6      9      7      9      7      2      7      1      8      2      2      5      3      4      1
Vardas329           Pavardė329         2      5      7      8      7      1      6      10     2      7      1      2      1      10     1      1
Vardas330           Pavardė330         4      4      4      9      1      10     9      5      4      8      7      2      8      9      3      5
Vardas331           Pavardė331         3      2      9      5      5      10     1      1      6      4      4      8      5      9      8      9
Vardas332           Pavardė332         5      5      3      1      8      1      10     9      7      9      3      7      2      8      4      2
Vardas333           Pavardė333         4      6      4      1      7      6      7      3      6      10     9      1      10     9      8      1
Vardas334           Pavardė334         8      9      4      9      5      5      9      10     10     8      3      7      3      3      9      7
Vardas335           Pavardė335         5      2      6      2      7      8      7      10     2      3      3      7      6      6      7      3
Vardas336           Pavardė336         6      7      7      5      1      9      6      6      10     8      9      8      2      7      4      7
Vardas337           Pavardė337         3      8      6      3      10     7      10     2      4      9      7      4      8      6      9      6
Vardas338           Pavardė338         5      5      3      8      5      3      1      9      1      2      2      10     8      7      9      3
Vardas339           Pavardė339         7      6      9      3      2      10     9      10     1      2      3      6      8      9      3      1
Vardas340           Pavardė340         5      3      1      1      4      3      5      4      2      6      10     8      3      3      1      7
Vardas341           Pavardė341         10     1      4      8      7      3      1      5      9      1      1      2      4      3      5      9
Vardas342           Pavardė342         4      8      1      2      2      3      2      7      1      5      8      7      1      5      10     5
Vardas343           Pavardė343         10     2      8      8      8      9      7      8      9      5      5      3      10     3      7      2
Vardas344           Pavardė344         9      8      9      4      7      8      9      2      5      8      10     8      4      7      4      7
Vardas345           Pavardė345         10     5      6      3      3      4      2      6      7      2      9      6      9      7      6      5
Vardas346           Pavardė346         6      4      7      3      10     3      2      5      5      8      6      3      8      3      3      10
Vardas347           Pavardė347         10     3      9      10     6      10     7      7      3      9      9      9      4      7      10     8
Vardas348           Pavardė348         10     7      10     9      9      10     7      4      5      10     1      8      2      2      5      9
Vardas349           Pavardė349         3      6      8      6      6      7      9      9      7      6      2      3      6      10     1      5
Vardas350           Pavardė350         6      5      7      7      6      9      3      9      3      5      9      9      7      10     7      2
Vardas351           Pavardė351         9      9      10     8      4      3      7      2      2      4      5      5      10     10     3      2
Vardas352           Pavardė352         10     4      8      1      7      1      7      5      10     9      9      1      7      2      4      10
Vardas353           Pavardė353         6      6      7      10     9      1      5      6      5      8      5      10     6      6      2      3
Vardas354           Pavardė354         7      9      9      9      6      2      9      10     6      6      2      9      7      3      7      9
Vardas355           Pavardė355         10     1      5      5      5      8      8      6      6      4      2      2      10     1      6      4
Vardas356           Pavardė356         9      1      9      5      7      8      4      7      1      9      4      1      1      7      2      4
Vardas357           Pavardė357         1      8      1      8      3      6      2      6      10     5      2      10     7      6      5      7
Vardas358           Pavardė358         6      6      1      9      3      1      1      7      7      6      8      6      5      2      4      10
Vardas359           Pavardė359         6      3      4      4      1      3      10     8      3      9      9      3      5      10     5      10
Vardas360           Pavardė360         7      3      5      3      10     1      6      8      4      10     5      10     2      3      4      8
Vardas361           Pavardė361         2      4      10     8      8      8      10     10     4      4      2      6      7      5      1      9
Vardas362           Pavardė362         6      10     3      4      7      6      1      4      5      9      7      3      5      3      5      1
Vardas363           Pavardė363         8      4      10     6      6      8      10     3      10     1      9      9      1      6      2      3
Vardas364           Pavardė364         3      1      8      4      2      6      3      6      3      1      10     4      6      3      1      7
Vardas365           Pavardė365         5      8      10     4      2      8      8      1      4      6      3      9      4      2      9      9
Vardas366           Pavardė366         9      6      3      1      6      1      4      2      2      10     8      3      4      5      10     9
Vardas367           Pavardė367         8      1      5      10     4      7      4      3      10     4      1      2      9      4      8      8
Vardas368           Pavardė368         10     4      1      3      9      10     2      7      8      10     3      7      6      4      6      3
Vardas369           Pavardė369         6      3      5      2      5      6      8      10     6      3      4      2      1      6      4      10
Vardas370           Pavardė370         1      8      10     5      5      5      10     2      3      6      8      1      8      1      6      10
Vardas371           Pavardė371         2      6      1      1      8      8      3      3      8      6      2      4      5      5      10     10
Vardas372           Pavardė372         7      10     3      7      1      6      6      10     5      9      4      9      9      2      5      4
Vardas373           Pavardė373         7      5      4      4      6      9      2      8      8      5      10     1      10     1      7      6
Vardas374           Pavardė374         1      6      2      3      5      9      6      1      3      9      1      7      2      3      8      9
Vardas375           Pavardė375         10     10     8      6      8      8      9      2      7      2      5      6      10     8      10     9
Vardas376           Pavardė376         2      7      2      3      3      6      9      4      6      9      6      2      4      4      10     6
Vardas377           Pavardė377         9      4      8      10     3      6      2      5      2      2      10     8      8      8      5      5
Vardas378           Pavardė378         2      6      7      10     10     10     5      5      8      1      9      5      4      8      8      6
Vardas379           Pavardė379         4      2      10     10     7      10     8      3      1      7      2      2      1      1      10     10
Vardas380           Pavardė380         6      9      7      3      2      9      1      7      5      4      7      5      1      4      6      7
Vardas381           Pavardė381         8      4      6      5      5      4      7      8      9      8      9      8      9      5      7      8
Vardas382           Pavardė382         8      6      2      8      3      4      1      4      10     2      1      10     4      9      6      7
Vardas383           Pavardė383         10     7      2      2      6      10     4      5      5      7      9      8      7      2      2      5
Vardas384           Pavardė384         7      6      8      4      8      4      10     6      10     4      9      7      5      5      2      10
Vardas385           Pavardė385         9      3      10     2      6      3      5      7      10     2      7      8      2      8      5      8
Vardas386           Pavardė386         9      7      1      1      8      5      2      7      3      3      9      1      7      6      10     9
Vardas387           Pavardė387         10     7      10     7      7      8      6      7      9      4      6      4      1      8      10     9
Vardas388           Pavardė388         10     8      2      4      3      7      2      8      9      6      3      6      9      10     9      6
Vardas389           Pavardė389         4      10     5      4      10     9      1      4      1      4      4      9      10     5      5      10
Vardas390           Pavardė390         3      5      7      5      4      4      3      2      4      1      6      5      4      10     6      10
Vardas391           Pavardė391         6      6      1      3      2      9      10     6      3      5      2      4      1      1      6      10
Vardas392           Pavardė392         4      4      4      4      7      7      3      3      6      8      10     6      7      9      7      9
Vardas393           Pavardė393         4      3      10     10     9      7      2      7      9      1      2      5      4      4      5      6
Vardas394           Pavardė394         4      4      6      1      8      6      7      7      3      5      1      9      5      10     7      3
Vardas395           Pavardė395         2      1      7      5      10     2      9      1      1      6      6      9      1      2      2      9
Vardas396           Pavardė396         7      3      1      5      3      7      8      4      1      5      8      8      2      2      10     7
Vardas397           Pavardė397         8      10     3      1      10     7      2      10     10     3      8      1      4      5      9      9
Vardas398           Pavardė398         3      4      3      5      4      7      2      9      7      1      8      1      4      10     3      1
Vardas399           Pavardė399         7      5      3      10     6      5      10     3      5      1      8      3      10     8      5      10
Vardas400           Pavardė400         7      10     10     1      6      4      3      10     7      3      7      9      7      10     1      2
Vardas401           Pavardė401         7      7      10     5      7      7      2      1      4      2      10     1      7      6      4      6
Vardas402           Pavardė402         9      7      6      1      4      10     8      2      5      9      8      10     9      1      6      6
Vardas403           Pavardė403         5      10     6      2      9      5      7      7      1      10     8      1      4      2      9      6
Vardas404           Pavardė404         4      9      6      7      5      6      3      9      8      2      2      10     1      6      5      4
Vardas405           Pavardė405         9      3      7      5      6      5      5      10     3      1      3      10     5      7      7      8
Vardas406           Pavardė406         8      5      5      3      9      4      3      2      4      2      5      8      10     2      10     8
Vardas407           Pavardė407         7      4      8      5      4      2      6      6      8      4      4      5      8      8      7      8
Vardas408           Pavardė408         5      4      9      1      3      5      5      5      1      4      8      8      7      4      3      1
Vardas409           Pavardė409         9      2      6      9      10     1      7      1      4      6      7      2      6      3      4      7
Vardas410           Pavardė410         4      6      3      9      7      8      1      5      5      2      9      2      6      10     9      10
Vardas411           Pavardė411         4      6      9      4      6      1      6      9      1      10     10     2      10     8      2      9
Vardas412           Pavardė412         2      6      2      6      7      4      2      5      4      5      10     10     2      10     7      2
Vardas413           Pavardė413         5      1      4      6      2      10     6      3      5      3      6      6      9      8      10     6
Vardas414           Pavardė414         8      10     1      8      7      9      5      2      3      10     7      8      5      5      7      1
Vardas415           Pavardė415         4      4      2      2      4      7      9      3      8      3      7      3      9      4      5      2
Vardas416           Pavardė416         3      7      5      10     2      7      8      2      8      1      7      3      10     5      3      4
Vardas417           Pavardė417         9      10     1      2      8      6      1      9      6      1      10     4      5      5      2      6
Vardas418           Pavardė418         7      5      8      4      10     9      10     2      4      5      3      1      5      7      10     10
Vardas419           Pavardė419         6      1      1      5      8      2      3      8      10     8      5      8      6      8      6      3
Vardas420           Pavardė420         9      7      8      2      4      8      2      2      6      6      8      4      2      5      6      8
Vardas421           Pavardė421         6      6      5      4      10     4      7      1      10     1      2      6      2      1      8      1
Vardas422           Pavardė422         7      5      6      3      7      3      1      2      6      10     5      9      1      3      6      8
Vardas423           Pavardė423         8      2      4      4      5      2      1      3      4      1      3      3      2      3      2      5
Vardas424           Pavardė424         4      10     6      1      5      5      9      9      2      7      9      8      2      8      4      10
Vardas425           Pavardė425         7      3      6      7      4      7      7      9      2      10     8      7      2      9      5      2
Vardas426           Pavardė426         3      4      7      5      8      7      8      5      8      10     4      7      2      10     5      5
Vardas427           Pavardė427         3      7      1      5      5      7      10     2      1      4      4      4      6      4      8      3
Vardas428           Pavardė428         2      9      9      4      6      2      10     1      8      9      4      9      9      8      4      1
Vardas429           Pavardė429         1      2      4      6      3      5      7      1      10     2      6      4      7      9      7      9
Vardas430           Pavardė430         4      10     10     3      7      1      2      6      7      7      2      4      6      7      8      9
Vardas431           Pavardė431         9      7      7      10     4      4      10     9      9      7      10     5      1      1      10     10
Vardas432           Pavardė432         8      6      9      9      9      7      9      4      8      2      5      3      5      3      9      7
Vardas433           Pavardė433         9      6      9      10     4      7      3      1      7      6      3      7      7      2      9      1
Vardas434           Pavardė434         1      8      4      6      4      9      6      3      8      8      6      10     5      5      3      2
Vardas435           Pavardė435         10     5      1      6      1      3      1      8      3      8      1      1      10     5      6      4
Vardas436           Pavardė436         7      4      2      6      3      9      4      2      10     6      7      6      3      8      5      3
Vardas437           Pavardė437         1      3      9      1      1      3      9      1      10     10     4      6      7      5      7      4
Vardas438           Pavardė438         5      6      5      2      10     9      2      9      4      1      3      4      7      4      7      1
Vardas439           Pavardė439         7      7      5      8      5      4      7      3      1      5      7      8      4      5      9      7
Vardas440           Pavardė440         7      1      2      5      9      5      9      7      10     3      5      6      10     6      1      5
Vardas441           Pavardė441         10     8      8      6      6      10     6      4      6      4      9      3      7      10     3      6
Vardas442           Pavardė442         5      10     7      3      1      5      10     4      3      3      3      4      2      4      7      5
Vardas443           Pavardė443         2      9      9      5      5      10     6      7      6      10     7      5      5      2      2      5
Vardas444           Pavardė444         7      10     7      10     1      5      2      10     4      2      10     10     5      9      3      8
Vardas445           Pavardė445         9      3      4      3      1      7      1      5      10     4      5      8      9      1      1      6
Vardas446           Pavardė446         10     4      2      2      10     1      1      4      2      3      3      2      9      4      1      9
Vardas447           Pavardė447         3      9      4      3      3      10     1      4      7      3      1      4      2      6      9      1
Vardas448           Pavardė448         7      10     2      5      2      5      2      9      2      1      8      1      8      7      3      2
Vardas449           Pavardė449         2      8      7      1      3      5      9      10     2      8      1      2      4      10     1      7
Vardas450           Pavardė450         1      10     2      7      3      10     6      10     1      1      9      6      6      8      2      6
Vardas451           Pavardė451         1      8      4      7      8      2      6      8      2      10     3      6      4      2      3      4
Vardas452           Pavardė452         6      7      7      10     9      3      10     5      10     2      9      8      10     4      9      9
Vardas453           Pavardė453         4      3      6      5      3      6      9      7      8      4      8      10     5      10     5      4
Vardas454           Pavardė454         6      7      10     3      1      1      7      10     4      7      6      9      8      2      5      2
Vardas455           Pavardė455         8      10     5      10     2      6      8      9      9      9      6      8      8      6      5      3
Vardas456           Pavardė456         8      9      2      2      1      6      10     5      4      10     8      1      9      2      8      4
Vardas457           Pavardė457         2      3      1      4      7      7      3      8      5      10     2      2      4      5      1      8
Vardas458           Pavardė458         8      6      9      1      1      8      1      6      1      10     4      4      1      8      8      5
Vardas459           Pavardė459         1      3      9      4      6      6      9      1      8      4      2      7      3      7      1      3
Vardas460           Pavardė460         6      8      5      2      1      7      5      1      5      6      6      1      7      10     3      4
Vardas461           Pavardė461         5      8      8      9      10     3      5      9      3      4      8      7      1      1      5      5
Vardas462           Pavardė462         4      10     8      1      3      5      3      7      2      10     1      6      3      1      4      1
Vardas463           Pavardė463         6      3      7      5      7      7      9      1      6      4      9      4      9      7      6      2
Vardas464           Pavardė464         8      6      3      5      9      1      3      7      3      6      9      4      1      7      6      2
Vardas465           Pavardė465         8      10     1      10     6      4      6      7      6      3      8      9      3      10     8      5
Vardas466           Pavardė466         6      6      1      4      7      10     7      10     5      7      8      6      5      8      8      3
Vardas467           Pavardė467         10     2      5      2      1      3      5      6      2      10     8      3      7      2      9      10
Vardas468           Pavardė468         7      3      9      5      9      8      5      3      1      1      2      1      4      8      5      7
Vardas469           Pavardė469         5      4      7      1      6      7      8      8      5      4      1      7      2      6      2      5
Vardas470           Pavardė470         1      7      6      7      1      9      4      7      7      2      2      5      9      6      8      10
Vardas471           Pavardė471         5      1      4      7      1      6      7      10     8      6      3      1      9      7      4      4
Vardas472           Pavardė472         1      10     10     2      7      4      8      4      8      2      9      8      1      7      9      4
Vardas473           Pavardė473         9      1      1      2      8      5      8      1      2      1      4      10     3      2      8      3
Vardas474           Pavardė474         3      10     6      6      1      3      7      8      4      1      1      5      10     8      9      3
Vardas475           Pavardė475         3      3      7      1      3      2      4      8      5      9      4      4      4      9      3      4
Vardas476           Pavardė476         10     1      5      6      9      3      6      8      10     7      5      5      10     10     9      1
Vardas477           Pavardė477         10     8      1      4      4      8      4      2      4      9      2      1      7      8      9      8
Vardas478           Pavardė478         1      8      2      1      3      10     2      5      2      6      7      5      1      1      10     1
Vardas479           Pavardė479         10     8      7      4      8      9      2      10     4      8      9      3      10     5      2      5
Vardas480           Pavardė480         3      7      2      1      10     2      10     4      9      8      9      3      4      7      2      2
Vardas481           Pavardė481         3      6      7      7      2      2      5      2      8      10     4      8      7      5      10     1
Vardas482           Pavardė482         10     8      6      7      5      5      4      5      5      7      6      9      6      3      8      9
Vardas483           Pavardė483         9      5      2      8      1      2      5      4      4      1      8      1      4      4      7      10
Vardas484           Pavardė484         3      4      2      9      9      4      6      6      2      4      7      4      7      8      7      3
Vardas485           Pavardė485         2      10     3      10     1      9      2      3      4      1      2      9      8      10     7      5
Vardas486           Pavardė486         2      8      1      1      6      3      10     5      3      10     6      10     9      10     5      1
Vardas487           Pavardė487         5      5      7      7      9      9      10     7      1      6      3      5      5      2      5      2
Vardas488           Pavardė488         10     8      6      1      8      2      7      1      4      7      2      2      10     5      5      8
Vardas489           Pavardė489         5      5      9      2      8      3      5      5      5      6      5      3      8      5      2      7
Vardas490           Pavardė490         9      5      7      9      9      8      6      7      4      8      2      6      10     1      3      9
Vardas491           Pavardė491         6      9      10     10     5      5      6      5      7      10     4      6      9      3      6      2
Vardas492           Pavardė492         5      4      3      8      9      3      5      6      10     4      3      2      6      8      8      6
Vardas493           Pavardė493         10     6      1      3      3      3      9      10     5      1      1      7      2      7      6      6
Vardas494           Pavardė494         5      4      7      7      3      10     5      10     4      8      10     8      9      1      1      8
Vardas495           Pavardė495         2      5      4      4      5      6      9      8      4      6      1      5      8      4      1      9
Vardas496           Pavardė496         7      5      5      3      4      1      7      4      6      4      9      8      2      8      6      2
Vardas497           Pavardė497         2      10     9      4      8      4      4      7      7      10     5      9      9      4      5      4
Vardas498           Pavardė498         6      2      4      5      4      9      9      3      7      8      8      1      2      6      2      9
Vardas499           Pavardė499         1      2      8      10     1      3      7      1      6      1      8      6      10     1      6      10
Vardas500           Pavardė500         9      2      7      9      3      3      5      3      3      9      1      5      9      10     9      7
Vardas501           Pavardė501         9      9      10     5      3      2      4      6      3      7      6      1      7      1      4      3
Vardas502           Pavardė502         9      8      10     6      2      7      3      8      7      5      2      5      6      4      1      6
Vardas503           Pavardė503         6      6      10     7      5      4      7      9      10     2      10     8      6      9      8      9
Vardas504           Pavardė504         3      3      9      6      8      9      7      3      9      9      1      1      8      9      9      10
Vardas505           Pavardė505         3      1      7      2      8      6      5      4      10     4      4      1      2      3      6      3
Vardas506           Pavardė506         5      1      6      5      6      2      9      5      5      10     1      4      3      4      7      4
Vardas507           Pavardė507         10     4      4      3      5      2      1      2      4      4      5      10     3      8      4      9
Vardas508           Pavardė508         8      5      2      10     2      10     1      2      6      8      6      1      5      9      5      10
Vardas509           Pavardė509         7      3      7      4      5      5      5      5      1      5      8      3      9      9      8      9
Vardas510           Pavardė510         2      7      4      5      7      10     8      5      2      7      1      8      7      6      8      5
Vardas511           Pavardė511         2      4      9      8      1      1      1      1      4      2      3      3      8      4      2      8
Vardas512           Pavardė512         8      1      7      5      3      3      9      4      5      4      2      7      8      5      8      4
Vardas513           Pavardė513         2      1      6      4      6      2      1      5      6      8      8      7      9      10     5      8
Vardas514           Pavardė514         9      2      5      4      9      5      8      6      5      10     6      5      6      3      2      7
Vardas515           Pavardė515         5      8      5      3      7      3      2      7      8      10     4      7      5      9      10     2
Vardas516           Pavardė516         6      8      4      8      9      7      3      7      5      6      4      1      2      7      7      5
Vardas517           Pavardė517         1      5      9      5      8      2      5      5      3      10     10     2      6      1      2      3
Vardas518           Pavardė518         6      4      5      6      8      8      1      2      3      2      7      8      4      2      8      8
Vardas519           Pavardė519         10     3      3      3      3      8      2      3      7      3      9      6      9      9      8      7
Vardas520           Pavardė520         4      4      4      8      2      3      2      2      7      3      1      5      10     3      2      5
Vardas521           Pavardė521         9      2      10     5      6      6      7      8      8      5      4      6      9      6      2      4
Vardas522           Pavardė522         6      3      7      3      3      4      1      10     7      1      9      2      2      6      3      9
Vardas523           Pavardė523         8      7      3      2      1      9      9      9      1      4      5      1      5      7      4      5
Vardas524           Pavardė524         4      4      7      10     6      5      1      1      3      10     8      10     7      9      2      3
Vardas525           Pavardė525         6      9      1      2      7      9      8      6      5      2      6      3      3      4      5      10
Vardas526           Pavardė526         8      2      8      5      9      9      10     4      1      7      2      6      7      5      9      10
Vardas527           Pavardė527         10     10     10     1      3      2      10     4      10     9      9      4      9      9      4      6
Vardas528           Pavardė528         2      9      3      3      6      1      4      5      9      9      8      3      1      1      3      2
Vardas529           Pavardė529         7      4      1      9      5      10     5      7      10     6      7      6      5      10     6      8
Vardas530           Pavardė530         7      7      3      6      6      9      10     4      2      10     9      3      3      6      4      7
Vardas531           Pavardė531         2      4      1      5      8      8      5      7      8      5      8      5      8      10     10     1
Vardas532           Pavardė532         8      2      7      5      7      5      7      4      1      4      6      9      6      5      8      5
Vardas533           Pavardė533         8      4      4      10     10     10     4      8      6      10     1      6      1      3      6      4
Vardas534           Pavardė534         1      1      2      10     10     5      8      8      8      9      7      3      2      8      4      4
Vardas535           Pavardė535         2      4      1      5      7      7      5      3      9      6      1      1      8      9      3      5
Vardas536           Pavardė536         5      2      5      7      2      4      1      2      7      1      7      2      1      8      2      7
Vardas537           Pavardė537         2      8      8      9      7      1      5      7      9      1      6      2      7      7      1      4
Vardas538           Pavardė538         7      9      6      5      2      9      5      10     3      4      6      6      2      2      3      6
Vardas539           Pavardė539         7      3      2      8      3      9      3      9      6      7      1      3      5      9      10     7
Vardas540           Pavardė540         7      4      9      9      1      6      8      4      10     9      5      8      5      3      10     9
Vardas541           Pavardė541         2      8      10     1      6      8      8      9      7      5      3      4      3      1      7      2
Vardas542           Pavardė542         9      8      5      7      4      10     9      8      3      2      3      5      4      10     4      10
Vardas543           Pavardė543         6      9      9      6      2      6      3      2      7      7      9      1      9      10     7      5
Vardas544           Pavardė544         5      8      9      6      6      2      2      5      9      4      9      5      3      3      4      5
Vardas545           Pavardė545         6      2      2      9      6      5      4      9      10     5      8      8      4      1      3      6
Vardas546           Pavardė546         10     9      1      1      1      7      6      7      10     10     3      6      3      5      10     6
Vardas547           Pavardė547         9      5      2      8      1      9      6      3      8      3      2      9      10     5      8      10
Vardas548           Pavardė548         3      3      2      10     7      7      4      4      2      8      6      8      5      1      4      10
Vardas549           Pavardė549         6      3      3      1      7      5      1      3      7      3      6      3      9      10     5      7
Vardas550           Pavardė550         2      2      5      4      6      1      8      2      5      4      6      6      2      5      4      7
Vardas551           Pavardė551         1      5      6      10     9      8      8      9      3      4      10     9      5      6      7      7
Vardas552           Pavardė552         3      1      6      8      2      4      1      3      3      3      1      1      7      6      2      2
Vardas553           Pavardė553         3      3      6      2      2      1      9      3      1      3      6      3      10     8      7      2
Vardas554           Pavardė554         5      6      9      3      8      2      3      10     10     5      6      6      6      3      1      3
Vardas555           Pavardė555         5      5      2      7      7      10     8      6      5      3      7      8      3      10     8      1
Vardas556           Pavardė556         9      5      1      2      9      9      10     5      2      5      9      7      4      1      5      3
Vardas557           Pavardė557         4      10     4      10     1      4      10     6      5      9      8      10     4      7      7      8
Vardas558           Pavardė558         7      6      1      4      4      8      2      1      3      6      2      1      1      1      4      4
Vardas559           Pavardė559         9      10     5      2      6      8      9      1      6      10     7      6      4      10     6      10
Vardas560           Pavardė560         6      8      9      1      10     5      9      1      9      7      6      4      6      1      5      3
Vardas561           Pavardė561         4      2      5      6      5      1      6      5      5      10     3      6      3      1      3      5
Vardas562           Pavardė562         10     4      2      8      4      6      4      2      6      3      6      10     5      1      7      6
Vardas563           Pavardė563         2      5      7      1      5      2      10     5      9      3      6      1      7      7      3      7
Vardas564           Pavardė564         4      5      9      9      7      5      5      4      6      5      7      5      10     6      5      7
Vardas565           Pavardė565         2      3      4      1      1      1      3      3      6      6      6      6      3      4      7      1
Vardas566           Pavardė566         5      3      3      1      10     7      6      1      8      1      8      5      3      3      7      5
Vardas567           Pavardė567         10     8      3      1      9      7      2      9      4      1      4      5      9      10     5      9
Vardas568           Pavardė568         7      8      4      2      6      9      4      3      1      9      3      6      10     7      6      8
Vardas569           Pavardė569         3      5      10     1      1      6      10     3      5      6      8      1      10     9      3      3
Vardas570           Pavardė570         1      4      9      9      6      1      10     9      10     10     8      2      5      5      6      7
Vardas571           Pavardė571         9      8      6      1      7      3      7      4      4      1      4      5      7      6      7      3
Vardas572           Pavardė572         9      8      10     6      3      4      4      1      8      5      7      1      3      6      6      4
Vardas573           Pavardė573         5      9      1      3      1      10     7      7      2      10     3      6      1      6      7      1
Vardas574           Pavardė574         4      2      1      4      3      9      9      9      5      7      3      7      1      5      4      6
Vardas575           Pavardė575         9      4      3      9      1      1      5      5      2      9      2      2      9      10     10     5
Vardas576           Pavardė576         7      1      2      1      3      6      10     9      10     8      2      2      9      10     1      8
Vardas577           Pavardė577         8      9      2      4      5      4      3      9      4      8      9      8      6      1      2      9
Vardas578           Pavardė578         6      4      5      9      9      9      3      7      10     9      4      8      10     6      4      1
Vardas579           Pavardė579         3      9      4      8      9      8      3      2      1      8      9      6      10     2      3      1
Vardas580           Pavardė580         1      8      9      7      9      6      2      2      3      4      9      1      8      7      9      9
Vardas581           Pavardė581         6      9      10     2      6      1      4      9      1      3      3      7      8      10     7      4
Vardas582           Pavardė582         9      7      6      3      6      10     5      10     8      1      2      10     5      1      5      3
Vardas583           Pavardė583         10     2      5      4      4      5      9      5      7      7      4      3      6      6      2      10
Vardas584           Pavardė584         8      8      8      1      1      2      10     7      5      7      2      1      2      6      9      4
Vardas585           Pavardė585         9      5      7      6      8      3      2      3      10     8      2      6      6      9      5      4
Vardas586           Pavardė586         9      3      7      7      6      7      7      3      6      10     4      5      10     4      10     3
Vardas587           Pavardė587         3      9      10     9      6      3      7      8      10     8      6      3      10     1      4      1
Vardas588           Pavardė588         5      5      10     9      5      5      1      10     4      2      7      2      4      2      1      3
Vardas589           Pavardė589         8      1      7      3      9      4      10     1      10     2      10     2      8      5      5      3
Vardas590           Pavardė590         6      8      4      7      7      2      3      6      7      5      5      10     10     9      1      1
Vardas591           Pavardė591         3      7      5      8      10     6      7      8      7      9      5      8      3      10     8      10
Vardas592           Pavardė592         10     6      1      10     6      8      7      7      8      4      8      2      3      9      10     7
Vardas593           Pavardė593         1      4      2      8      2      7      3      6      7      10     5      2      1      2      2      5
Vardas594           Pavardė594         7      6      2      7      3      2      5      2      9      8      8      6      10     4      8      3
Vardas595           Pavardė595         10     7      3      8      6      2      7      4      6      4      6      7      2      2      4      6
Vardas596           Pavardė596         3      7      6      6      3      8      9      4      10     1      10     2      5      9      6      1
Vardas597           Pavardė597         10     7      10     8      7      1      2      2      1      7      3      1      10     8      10     10
Vardas598           Pavardė598         7      7      7      7      1      3      9      5      9      5      2      9      9      7      4      2
Vardas599           Pavardė599         10     8      5      4      9      4      2      9      6      3      1      3      3      7      2      9
Vardas600           Pavardė600         8      2      4      4      2      8      7      1      7      1      10     2      7      6      7      4
Vardas601           Pavardė601         8      9      10     3      2      3      8      9      3      6      7      5      1      8      1      9
Vardas602           Pavardė602         3      8      3      10     4      7      7      10     10     6      8      3      4      5      10     3
Vardas603           Pavardė603         1      1      7      5      5      5      6      8      10     6      4      7      2      4      10     8
Vardas604           Pavardė604         7      2      9      7      7      7      2      8      2      9      2      2      9      7      8      9
Vardas605           Pavardė605         7      7      8      6      10     2      9      3      9      6      4      5      3      3      3      6
Vardas606           Pavardė606         9      1      4      10     8      2      2      10     7      5      1      3      3      5      6      6
Vardas607           Pavardė607         4      6      2      6      10     2      4      1      8      2      5      4      1      5      3      1
Vardas608           Pavardė608         3      6      1      1      10     6      4      9      10     3      9      10     9      3      1      2
Vardas609           Pavardė609         8      7      7      3      7      3      6      9      7      7      1      10     5      10     1      9
Vardas610           Pavardė610         4      7      4      8      3      6      4      6      5      1      7      9      6      7      7      2
Vardas611           Pavardė611         5      4      3      9      3      9      8      3      3      8      4      3      7      4      7      4
Vardas612           Pavardė612         2      1      7      9      6      1      7      4      9      10     4      3      5      7      3      6
Vardas613           Pavardė613         3      4      4      4      2      1      8      3      2      1      8      1      6      7      9      1
Vardas614           Pavardė614         2      9      2      5      10     6      6      10     9      8      4      8      9      6      10     10
Vardas615           Pavardė615         7      3      8      5      7      5      4      9      9      6      3      9      6      10     10     3
Vardas616           Pavardė616         5      9      3      4      9      10     4      8      4      3      9      3      9      9      8      1
