Vardas              Pavardė            ND1    ND2    ND3    ND4    ND5    ND6    ND7    ND8    ND9    ND10   ND11   ND12   ND13   ND14   ND15   Egz.
Vardas23631         Pavardė23631       6      10     9      9      9      10     2      5      4      8      4      8      4      4      10     3
Vardas23632         Pavardė23632       4      4      10     9      4      8      8      1      8      9      2      3      6      1      2      3
Vardas23633         Pavardė23633       6      10     5      2      8      8      8      3      1      5      3      5      8      5      2      9
Vardas23634         Pavardė23634       8      2      1      5      3      8      10     7      1      1      1      6      7      3      9      1
Vardas23635         Pavardė23635       5      2      9      7      5      4      2      10     7      2      1      3      9      9      9      1
Vardas23636         Pavardė23636       1      3      7      8      3      2      6      7      1      6      9      10     9      1      1      2
Vardas23637         Pavardė23637       4      2      1      4      7      1      6      3      9      10     4      6      9      3      2      4
Vardas23638         Pavardė23638       1      3      9      8      2      5      3      7      5      7      4      1      3      3      3      10
Vardas23639         Pavardė23639       8      6      2      2      2      1      2      10     9      8      4      5      5      1      6      3
Vardas23640         Pavardė23640       6      6      9      4      3      5      6      9      2      5      4      7      4      4      6      1
Vardas23641         Pavardė23641       2      1      2      1      8      4      1      2      2      1      2      5      10     3      7      5
Vardas23642         Pavardė23642       3      8      9      6      9      5      10     2      5      8      9      10     6      2      2      6
Vardas23643         Pavardė23643       9      8      1      1      5      1      10     2      7      1      9      5      5      6      9      9
Vardas23644         Pavardė23644       7      5      7      1      8      9      10     6      3      2      9      4      6      7      5      1
Vardas23645         Pavardė23645       10     3      8      8      7      4      4      10     1      8      6      8      7      9      1      10
Vardas23646         Pavardė23646       10     8      1      10     2      6      5      5      5      1      5      5      9      9      1      7
Vardas23647         Pavardė23647       2      7      6      10     7      5      4      6      6      8      10     1      4      9      1      2
Vardas23648         Pavardė23648       6      10     4      10     6      1      6      4      7      10     10     5      5      3      1      8
Vardas23649         Pavardė23649       3      4      2      4      1      10     5      10     4      5      7      1      3      6      3      3
Vardas23650         Pavardė23650       5      5      3      7      4      5      1      7      2      5      8      4      10     6      5      9
Vardas23651         Pavardė23651       1      8      4      7      7      8      4      10     4      7      4      5      9      7      10     7
Vardas23652         Pavardė23652       8      3      9      5      7      3      1      7      7      3      8      1      6      10     4      6
Vardas23653         Pavardė23653       4      4      6      6      6      2      9      9      9      5      5      4      2      1      3      4
Vardas23654         Pavardė23654       1      1      6      1      3      5      6      5      9      7      9      3      7      6      10     3
Vardas23655         Pavardė23655       1      4      2      4      3      2      1      9      2      5      1      8      8      4      8      4
Vardas23656         Pavardė23656       2      3      2      6      8      6      6      8      8      4      10     10     2      4      5      6
Vardas23657         Pavardė23657       7      3      9      2      3      6      5      7      5      9      3      6      10     1      4      7
Vardas23658         Pavardė23658       4      3      5      10     4      9      7      6      1      4      8      5      3      5      1      5
Vardas23659         Pavardė23659       8      5      7      3      8      10     1      9      8      5      9      2      9      3      8      7
Vardas23660         Pavardė23660       4      6      7      9      3      9      6      10     6      7      8      3      8      10     6      6
Vardas23661         Pavardė23661       5      7      5      2      3      1      4      4      7      3      6      10     3      9      10     3
Vardas23662         Pavardė23662       9      4      4      1      1      5      8      2      8      5      5      10     7      7      1      3
Vardas23663         Pavardė23663       1      10     1      2      6      6      1      4      7      3      10     1      9      8      1      3
Vardas23664         Pavardė23664       9      4      9      1      1      9      6      4      9      2      6      4      2      8      6      3
Vardas23665         Pavardė23665       3      7      4      6      4      10     4      7      10     4      2      3      6      3      4      1
Vardas23666         Pavardė23666       7      6      2      7      5      9      6      4      3      9      2      5      4      9      5      7
Vardas23667         Pavardė23667       10     8      2      9      10     5      4      4      10     9      9      5      10     8      7      1
Vardas23668         Pavardė23668       7      7      7      8      10     10     3      5      4      9      1      7      2      1      2      8
Vardas23669         Pavardė23669       5      3      4      10     1      10     3      1      4      10     1      6      10     6      5      8
Vardas23670         Pavardė23670       5      4      7      3      10     6      4      10     3      8      3      2      10     4      5      3
Vardas23671         Pavardė23671       2      3      9      9      1      10     8      10     7      10     2      6      10     4      9      2
Vardas23672         Pavardė23672       9      4      1      8      6      7      6      4      7      6      3      2      10     7      10     2
Vardas23673         Pavardė23673       4      6      3      10     5      10     6      10     10     6      7      8      1      9      8      3
Vardas23674         Pavardė23674       4      10     2      6      5      5      4      5      4      3      9      4      3      8      7      1
Vardas23675         Pavardė23675       2      9      5      10     1      6      3      10     10     8      1      7      2      7      2      9
Vardas23676         Pavardė23676       5      6      7      1      8      5      9      9      2      8      8      5      6      2      1      8
Vardas23677         Pavardė23677       7      1      3      1      4      5      7      9      10     7      8      1      1      1      8      6
Vardas23678         Pavardė23678       9      9      8      9      9      1      9      6      5      7      7      8      5      3      2      1
Vardas23679         Pavardė23679       1      3      4      8      2      4      1      6      9      1      2      9      2      4      2      7
Vardas23680         Pavardė23680       2      7      2      8      9      2      3      8      7      8      9      1      10     6      6      10
Vardas23681         Pavardė23681       5      9      9      5      2      9      3      5      6      7      1      9      9      5      6      3
Vardas23682         Pavardė23682       1      8      1      1      5      7      8      6      2      9      6      4      2      5      7      9
Vardas23683         Pavardė23683       5      4      8      9      1      5      9      4      8      3      4      6      10     6      6      9
Vardas23684         Pavardė23684       1      2      8      5      3      2      3      7      9      2      9      10     1      1      4      8
Vardas23685         Pavardė23685       7      10     7      5      1      5      6      7      9      4      9      8      8      6      5      1
Vardas23686         Pavardė23686       2      3      8      1      4      2      8      2      1      3      1      10     6      7      4      10
Vardas23687         Pavardė23687       7      4      8      1      2      6      6      1      4      5      7      8      9      3      2      6
Vardas23688         Pavardė23688       4      2      8      4      7      4      9      1      5      10     8      5      2      2      1      3
Vardas23689         Pavardė23689       6      9      10     6      2      2      8      8      3      3      6      2      9      2      4      10
Vardas23690         Pavardė23690       9      10     8      5      1      4      8      7      3      4      6      7      4      3      5      3
Vardas23691         Pavardė23691       10     10     9      1      9      4      7      2      3      9      6      4      1      5      1      7
Vardas23692         Pavardė23692       9      3      4      8      4      9      9      5      3      4      9      5      10     4      2      1
Vardas23693         Pavardė23693       5      1      3      6      10     4      4      9      5      7      1      2      3      7      1      7
Vardas23694         Pavardė23694       3      5      6      1      3      9      5      6      9      5      10     8      5      7      5      6
Vardas23695         Pavardė23695       2      10     1      8      10     1      8      9      7      2      6      6      3      9      1      9
Vardas23696         Pavardė23696       10     8      10     10     1      7      2      6      9      8      7      7      3      2      8      10
Vardas23697         Pavardė23697       7      8      3      9      7      4      7      6      4      9      9      9      3      3      4      7
Vardas23698         Pavardė23698       6      7      2      4      2      6      4      6      8      7      5      7      5      10     1      1
Vardas23699         Pavardė23699       2      3      1      9      4      1      9      7      10     2      1      4      10     6      10     10
Vardas23700         Pavardė23700       2      10     2      4      2      8      2      1      6      6      1      4      4      6      4      1
Vardas23701         Pavardė23701       1      1      2      3      7      5      3      6      3      9      7      10     10     3      8      9
Vardas23702         Pavardė23702       2      5      9      8      6      10     4      8      2      1      4      10     9      7      7      8
Vardas23703         Pavardė23703       8      4      1      1      4      8      7      1      8      8      5      4      6      7      1      8
Vardas23704         Pavardė23704       1      9      2      9      6      5      4      9      10     4      8      2      8      6      7      8
Vardas23705         Pavardė23705       1      9      1      2      8      9      7      2      1      8      4      7      8      1      9      4
Vardas23706         Pavardė23706       2      7      10     4      5      9      7      2      8      3      5      3      2      10     4      2
Vardas23707         Pavardė23707       6      9      7      7      4      1      2      7      6      6      2      2      2      7      8      6
Vardas23708         Pavardė23708       3      9      4      9      6      9      5      1      7      5      8      10     8      2      4      2
Vardas23709         Pavardė23709       9      1      3      9      4      1      1      9      3      9      7      9      8      2      5      1
Vardas23710         Pavardė23710       9      4      8      2      5      10     7      1      4      3      6      2      10     6      4      7
Vardas23711         Pavardė23711       7      9      4      4      10     8      6      2      10     5      4      9      6      1      2      8
Vardas23712         Pavardė23712       1      9      10     2      8      10     4      7      6      3      7      8      10     2      3      7
Vardas23713         Pavardė23713       8      2      10     5      1      10     4      10     5      5      4      2      5      1      8      9
Vardas23714         Pavardė23714       8      10     2      4      4      2      1      6      2      10     8      3      1      8      5      2
Vardas23715         Pavardė23715       1      6      9      5      9      9      3      10     4      5      10     4      6      5      9      10
Vardas23716         Pavardė23716       1      6      1      7      2      9      4      5      4      2      7      6      8      3      6      7
Vardas23717         Pavardė23717       10     6      8      10     3      4      4      7      1      7      9      5      1      5      10     1
Vardas23718         Pavardė23718       8      9      6      4      4      4      7      1      4      4      5      8      4      5      3      4
Vardas23719         Pavardė23719       5      1      4      3      7      7      6      10     9      10     5      9      3      6      5      9
Vardas23720         Pavardė23720       3      5      8      1      2      6      8      3      8      10     10     4      1      2      9      3
Vardas23721         Pavardė23721       1      1      6      1      2      2      7      4      1      10     8      7      4      3      1      4
Vardas23722         Pavardė23722       4      10     9      3      7      9      4      1      6      8      7      3      8      2      4      8
Vardas23723         Pavardė23723       4      8      3      5      3      5      4      3      9      4      2      10     10     1      10     6
Vardas23724         Pavardė23724       10     8      2      1      8      7      2      6      9      10     1      1      7      8      8      4
Vardas23725         Pavardė23725       9      4      9      3      7      3      9      10     8      1      6      4      3      10     6      3
Vardas23726         Pavardė23726       4      2      4      5      5      9      8      6      8      8      1      9      5      10     10     7
Vardas23727         Pavardė23727       10     6      9      4      2      8      5      10     2      3      5      1      10     3      3      7
Vardas23728         Pavardė23728       6      10     3      2      6      10     10     1      1      7      10     2      6      6      8      7
Vardas23729         Pavardė23729       9      8      7      7      4      6      1      3      9      5      10     9      3      1      7      7
Vardas23730         Pavardė23730       3      1      3      9      8      4      10     8      6      2      9      5      10     2      10     8
Vardas23731         Pavardė23731       6      8      7      9      2      7      5      10     7      7      3      10     6      8      3      1
Vardas23732         Pavardė23732       4      3      2      9      5      5      9      8      2      7      5      4      4      3      6      5
Vardas23733         Pavardė23733       6      5      1      4      10     8      9      4      8      9      5      1      5      8      7      6
Vardas23734         Pavardė23734       1      5      10     7      8      10     5      10     3      6      8      3      8      1      1      9
Vardas23735         Pavardė23735       9      8      10     3      4      6      10     1      8      8      1      1      2      10     2      8
Vardas23736         Pavardė23736       6      6      4      1      3      4      2      3      1      2      2      2      1      4      6      2
Vardas23737         Pavardė23737       5      4      4      4      3      5      5      8      4      3      4      7      7      6      4      6
Vardas23738         Pavardė23738       3      1      3      10     6      8      6      9      5      1      10     1      10     9      4      3
Vardas23739         Pavardė23739       9      4      10     1      8      10     2      9      2      8      1      5      4      10     7      9
Vardas23740         Pavardė23740       3      6      10     2      5      7      9      10     9      10     4      7      10     5      4      7
Vardas23741         Pavardė23741       8      5      8      2      4      7      3      4      3      10     5      8      5      10     6      4
Vardas23742         Pavardė23742       2      7      4      10     10     1      3      8      10     8      10     4      9      9      6      10
Vardas23743         Pavardė23743       2      2      3      3      2      3      5      1      8      4      7      5      8      5      6      7
Vardas23744         Pavardė23744       6      2      5      1      1      3      2      3      9      10     5      1      3      9      10     9
Vardas23745         Pavardė23745       8      9      8      8      5      2      1      4      4      2      1      2      9      3      9      2
Vardas23746         Pavardė23746       8      8      7      2      7      3      7      9      3      1      6      6      6      9      8      7
Vardas23747         Pavardė23747       4      2      2      7      10     8      5      3      7      3      5      8      10     4      10     4
Vardas23748         Pavardė23748       6      1      9      6      5      1      2      9      7      10     8      10     9      10     10     3
Vardas23749         Pavardė23749       10     3      8      1      5      4      8      4      8      7      1      7      10     5      2      4
Vardas23750         Pavardė23750       6      5      4      5      6      8      4      5      7      2      5      5      1      3      9      3
Vardas23751         Pavardė23751       8      9      6      9      6      10     6      1      3      10     7      8      5      4      10     5
Vardas23752         Pavardė23752       9      4      5      7      5      7      2      7      9      5      10     3      1      6      10     1
Vardas23753         Pavardė23753       9      9      8      5      1      7      9      7      5      1      6      7      9      2      9      4
Vardas23754         Pavardė23754       10     8      8      10     10     8      8      8      9      3      10     9      6      4      10     7
Vardas23755         Pavardė23755       2      7      9      6      6      2      5      10     7      3      3      8      8      3      10     5
Vardas23756         Pavardė23756       4      2      2      2      1      4      1      9      8      5      6      8      3      5      1      7
Vardas23757         Pavardė23757       2      8      2      10     3      6      10     6      5      7      7      8      5      5      10     2
Vardas23758         Pavardė23758       6      10     5      5      6      1      7      7      3      8      5      5      1      4      7      5
Vardas23759         Pavardė23759       3      6      4      4      8      8      9      3      10     7      8      2      4      6      7      8
Vardas23760         Pavardė23760       4      1      6      7      3      10     3      5      7      8      5      5      8      1      10     8
Vardas23761         Pavardė23761       5      6      1      4      9      1      9      7      1      8      6      2      6      6      10     8
Vardas23762         Pavardė23762       4      4      7      9      10     5      5      3      1      10     8      3      7      9      1      10
Vardas23763         Pavardė23763       2      10     9      7      6      6      6      8      3      10     7      3      1      10     3      10
Vardas23764         Pavardė23764       4      8      9      9      8      3      1      3      3      10     7      7      7      1      2      8
Vardas23765         Pavardė23765       9      7      1      2      4      3      3      1      9      7      8      10     9      9      9      2
Vardas23766         Pavardė23766       3      3      7      4      7      1      5      10     1      9      2      8      5      3      9      5
Vardas23767         Pavardė23767       5      5      2      1      4      5      8      9      7      2      1      9      4      4      5      6
Vardas23768         Pavardė23768       6      4      10     3      6      10     5      8      5      2      1      2      7      7      5      5
Vardas23769         Pavardė23769       7      3      6      7      8      6      3      1      2      5      5      10     1      7      9      5
Vardas23770         Pavardė23770       3      3      5      9      9      1      9      1      5      2      7      7      5      3      5      10
Vardas23771         Pavardė23771       6      1      5      5      8      10     5      1      1      3      5      8      5      2      7      4
Vardas23772         Pavardė23772       6      6      9      6      2      6      2      2      1      10     2      4      5      5      10     9
Vardas23773         Pavardė23773       5      7      6      5      8      3      5      2      3      2      5      3      2      9      4      10
Vardas23774         Pavardė23774       10     7      4      4      5      2      10     8      3      2      3      5      4      4      4      4
Vardas23775         Pavardė23775       10     10     9      6      10     9      5      3      3      6      3      10     6      1      8      4
Vardas23776         Pavardė23776       3      5      2      1      9      4      7      4      2      4      6      4      10     2      7      4
Vardas23777         Pavardė23777       7      9      5      6      10     7      9      10     1      10     8      1      9      7      8      7
Vardas23778         Pavardė23778       7      8      10     6      4      3      5      3      2      4      1      8      5      2      8      5
Vardas23779         Pavardė23779       3      6      4      5      7      7      9      3      4      8      4      5      9      6      2      9
Vardas23780         Pavardė23780       8      9      9      3      7      7      10     10     1      6      7      8      5      7      3      9
Vardas23781         Pavardė23781       5      2      10     3      7      3      5      8      8      4      4      2      7      4      8      10
Vardas23782         Pavardė23782       4      9      1      10     8      4      5      3      8      10     4      4      3      5      5      3
Vardas23783         Pavardė23783       3      9      5      8      4      7      2      3      10     2      5      1      3      4      10     4
Vardas23784         Pavardė23784       6      8      8      5      6      3      7      3      9      3      6      7      7      2      9      9
Vardas23785         Pavardė23785       2      3      8      3      9      6      2      4      7      6      7      3      8      7      2      8
Vardas23786         Pavardė23786       4      6      10     3      7      1      3      4      9      10     5      9      6      8      2      4
Vardas23787         Pavardė23787       9      3      7      9      1      5      1      6      8      10     6      10     5      3      7      5
Vardas23788         Pavardė23788       1      6      1      7      9      7      5      7      4      8      3      8      2      9      2      3
Vardas23789         Pavardė23789       8      7      1      3      4      10     7      9      6      10     7      1      6      7      8      9
Vardas23790         Pavardė23790       4      6      3      9      4      1      2      10     9      2      2      9      2      1      8      6
Vardas23791         Pavardė23791       3      4      9      8      4      9      4      2      10     9      7      9      6      10     2      4
Vardas23792         Pavardė23792       8      7      4      1      6      10     5      10     1      4      3      3      5      5      1      3
Vardas23793         Pavardė23793       5      7      1      4      10     4      1      7      6      7      9      6      2      6      8      5
Vardas23794         Pavardė23794       10     6      9      7      8      3      7      3      5      1      6      6      8      6      3      1
Vardas23795         Pavardė23795       6      9      7      3      1      8      9      7      1      3      10     4      2      8      2      10
Vardas23796         Pavardė23796       4      2      5      5      4      3      7      8      7      10     9      6      4      8      7      2
Vardas23797         Pavardė23797       7      4      8      8      1      3      9      10     2      2      6      7      1      2      6      2
Vardas23798         Pavardė23798       2      10     4      7      4      3      2      8      9      9      5      3      1      3      8      8
Vardas23799         Pavardė23799       6      8      4      5      4      8      2      8      9      8      10     9      6      3      5      9
Vardas23800         Pavardė23800       5      1      6      2      3      5      2      10     6      7      3      7      6      7      3      9
Vardas23801         Pavardė23801       3      3      9      7      7      8      7      1      3      4      3      9      3      4      8      1
Vardas23802         Pavardė23802       3      4      4      2      5      4      10     4      3      1      3      8      2      6      3      9
Vardas23803         Pavardė23803       9      6      5      1      3      2      2      6      3      10     6      5      4      3      7      8
Vardas23804         Pavardė23804       3      6      5      1      7      8      8      3      2      5      6      10     10     1      9      5
Vardas23805         Pavardė23805       2      9      8      7      2      9      10     1      8      1      6      5      3      3      4      9
Vardas23806         Pavardė23806       3      5      8      7      10     4      4      1      10     9      3      8      5      6      6      7
Vardas23807         Pavardė23807       3      5      5      4      9      9      10     3      5      10     9      5      10     6      1      6
Vardas23808         Pavardė23808       5      9      6      5      7      4      5      4      5      5      7      5      2      10     6      4
Vardas23809         Pavardė23809       2      10     7      2      5      3      2      2      2      10     9      7      7      3      5      6
Vardas23810         Pavardė23810       10     1      9      8      2      9      2      4      6      3      4      6      6      3      4      7
Vardas23811         Pavardė23811       1      9      2      7      10     9      1      9      6      7      3      2      2      7      9      4
Vardas23812         Pavardė23812       8      8      9      5      3      2      5      7      3      8      1      7      7      7      4      9
Vardas23813         Pavardė23813       8      4      3      4      9      6      4      3      8      7      5      8      8      6      3      2
Vardas23814         Pavardė23814       1      3      8      1      1      1      9      5      2      1      7      7      10     1      7      8
Vardas23815         Pavardė23815       6      5      6      9      4      4      9      3      10     4      5      10     4      10     8      1
Vardas23816         Pavardė23816       4      4      5      4      9      2      5      9      4      2      6      6      2      9      8      10
Vardas23817         Pavardė23817       9      4      1      3      9      6      7      9      7      7      10     4      8      3      3      4
Vardas23818         Pavardė23818       2      6      6      8      2      8      7      4      2      9      6      4      2      9      3      6
Vardas23819         Pavardė23819       4      1      5      7      8      5      2      5      3      6      3      2      9      3      5      9
Vardas23820         Pavardė23820       7      7      9      8      2      6      10     5      7      3      9      8      3      3      3      3
Vardas23821         Pavardė23821       4      3      8      5      2      2      10     6      7      1      2      9      1      9      2      1
Vardas23822         Pavardė23822       1      3      7      4      9      1      10     6      9      8      4      3      3      5      7      6
Vardas23823         Pavardė23823       5      5      5      7      5      8      10     9      10     9      4      5      8      8      9      9
Vardas23824         Pavardė23824       8      10     4      2      7      8      6      8      6      6      4      7      4      1      2      7
Vardas23825         Pavardė23825       3      7      6      6      10     6      3      5      3      1      9      6      9      3      1      8
Vardas23826         Pavardė23826       1      7      3      9      5      8      9      8      1      8      6      10     4      9      2      4
Vardas23827         Pavardė23827       5      2      3      4      4      5      2      5      8      2      1      6      8      7      9      4
Vardas23828         Pavardė23828       3      6      2      4      10     9      2      3      1      3      7      10     1      10     1      6
Vardas23829         Pavardė23829       1      7      3      8      10     2      5      7      9      5      9      8      9      5      3      3
Vardas23830         Pavardė23830       3      2      4      4      3      7      9      4      5      5      1      9      10     10     2      7
Vardas23831         Pavardė23831       1      4      1      7      2      3      6      4      3      9      7      3      2      5      7      7
Vardas23832         Pavardė23832       10     3      6      3      10     1      9      6      8      7      10     5      6      1      8      8
Vardas23833         Pavardė23833       6      2      10     5      4      8      8      9      5      3      3      6      6      10     2      1
Vardas23834         Pavardė23834       10     7      4      10     10     4      3      6      10     2      3      1      6      3      8      5
Vardas23835         Pavardė23835       2      8      3      6      8      4      7      2      2      9      5      3      5      1      6      3
Vardas23836         Pavardė23836       9      9      9      8      8      2      2      3      8      5      5      7      2      4      6      8
Vardas23837         Pavardė23837       5      8      5      9      1      7      6      3      4      7      7      10     1      6      6      9
Vardas23838         Pavardė23838       8      7      4      4      9      4      4      4      2      5      7      9      10     1      6      8
Vardas23839         Pavardė23839       3      10     7      6      1      4      2      9      3      10     5      6      8      2      2      9
Vardas23840         Pavardė23840       5      7      10     7      9      7      7      6      2      8      7      9      6      1      1      10
Vardas23841         Pavardė23841       5      8      7      7      1      7      8      4      6      10     2      8      3      1      2      7
Vardas23842         Pavardė23842       2      7      6      7      10     10     10     3      2      3      6      1      8      5      2      10
Vardas23843         Pavardė23843       3      7      10     2      1      1      9      8      9      4      4      5      3      3      1      3
Vardas23844         Pavardė23844       3      5      10     10     8      1      5      8      7      4      5      2      10     9      6      8
Vardas23845         Pavardė23845       4      5      8      2      7      8      10     2      9      9      8      4      2      9      8      10
Vardas23846         Pavardė23846       6      5      4      6      2      5      6      1      3      1      9      8      4      2      4      5
Vardas23847         Pavardė23847       2      3      1      5      7      5      8      8      4      2      7      10     8      1      3      2
Vardas23848         Pavardė23848       9      1      5      3      5      1      7      3      2      6      6      5      5      6      9      4
Vardas23849         Pavardė23849       9      1      2      1      7      7      9      4      9      2      1      2      10     5      9      10
Vardas23850         Pavardė23850       2      8      7      7      2      8      6      1      1      1      7      9      1      5      7      5
Vardas23851         Pavardė23851       1      5      9      4      4      2      1      4      8      8      2      6      7      8      8      6
Vardas23852         Pavardė23852       3      5      10     7      3      8      6      7      5      5      4      5      3      1      5      10
Vardas23853         Pavardė23853       9      8      1      9      3      9      4      1      10     9      4      1      3      10     6      6
Vardas23854         Pavardė23854       3      6      4      4      4      6      6      4      7      2      6      10     8      1      8      10
Vardas23855         Pavardė23855       2      6      8      1      2      1      7      9      5      2      1      4      2      8      8      1
Vardas23856         Pavardė23856       5      5      3      4      2      5      4      6      10     1      2      3      2      7      7      6
Vardas23857         Pavardė23857       3      5      1      3      10     5      5      1      2      6      10     6      5      3      5      3
Vardas23858         Pavardė23858       9      4      6      1      7      3      5      2      1      6      3      9      2      9      10     4
Vardas23859         Pavardė23859       1      6      2      7      5      8      1      3      4      7      9      6      2      2      5      5
Vardas23860         Pavardė23860       4      3      7      3      5      2      9      5      10     2      5      1      5      3      1      8
Vardas23861         Pavardė23861       3      6      8      3      2      6      5      8      8      2      8      8      4      3      8      6
Vardas23862         Pavardė23862       1      6      1      1      6      9      2      9      3      9      6      5      3      5      6      6
Vardas23863         Pavardė23863       1      2      9      3      6      3      6      3      9      1      4      3      4      9      1      8
Vardas23864         Pavardė23864       4      10     10     6      5      10     8      4      7      5      8      8      9      4      2      5
Vardas23865         Pavardė23865       2      10     7      10     9      3      7      5      8      10     8      10     7      4      3      10
Vardas23866         Pavardė23866       3      1      5      6      10     6      5      10     6      2      2      3      6      1      6      5
Vardas23867         Pavardė23867       9      10     4      10     2      4      4      10     2      1      8      2      3      6      10     10
Vardas23868         Pavardė23868       10     6      6      9      2      6      4      5      1      4      1      2      7      2      5      1
Vardas23869         Pavardė23869       7      2      6      9      2      7      3      10     6      6      8      8      9      2      8      6
Vardas23870         Pavardė23870       6      2      2      10     10     7      9      5      4      7      8      10     4      7      3      2
Vardas23871         Pavardė23871       5      7      4      6      8      5      3      6      1      5      9      6      6      5      1      7
Vardas23872         Pavardė23872       10     9      7      7      3      7      7      5      5      1      3      1      9      1      3      9
Vardas23873         Pavardė23873       5      1      10     5      1      8      6      5      1      4      6      8      7      4      8      7
Vardas23874         Pavardė23874       10     6      5      1      5      1      5      1      4      9      3      7      4      8      1      5
Vardas23875         Pavardė23875       9      2      2      2      8      5      8      8      4      8      8      9      4      8      9      1
Vardas23876         Pavardė23876       8      4      7      4      8      10     8      7      10     8      6      9      8      1      5      6
Vardas23877         Pavardė23877       7      10     1      10     10     10     2      2      2      8      7      8      1      2      7      9
Vardas23878         Pavardė23878       10     6      3      3      6      4      4      5      10     4      7      6      2      4      3      4
Vardas23879         Pavardė23879       9      8      9      10     6      3      5      3      2      10     9      6      10     3      7      9
Vardas23880         Pavardė23880       1      7      2      1      3      5      8      4      4      3      3      6      7      6      10     5
Vardas23881         Pavardė23881       4      5      7      7      10     4      3      3      7      6      10     4      5      8      1      7
Vardas23882         Pavardė23882       3      9      9      5      10     3      9      9      9      4      2      1      2      9      6      4
Vardas23883         Pavardė23883       7      9      4      7      6      5      5      5      3      8      2      2      1      10     9      4
Vardas23884         Pavardė23884       6      4      8      4      6      10     7      9      10     8      6      5      5      9      1      10
Vardas23885         Pavardė23885       4      10     10     7      5      9      9      3      4      5      5      6      1      10     3      5
Vardas23886         Pavardė23886       9      7      7      2      9      7      3      8      10     5      8      5      10     7      8      1
Vardas23887         Pavardė23887       3      9      10     5      2      6      7      9      1      3      3      6      2      2      3      6
Vardas23888         Pavardė23888       9      9      4      10     1      3      1      3      9      7      4      4      9      5      5      3
Vardas23889         Pavardė23889       7      6      5      4      1      5      2      6      3      3      5      7      3      1      5      2
Vardas23890         Pavardė23890       6      2      10     10     1      10     8      5      9      8      10     10     6      7      9      2
Vardas23891         Pavardė23891       1      3      1      6      8      4      7      3      9      8      10     4      4      6      8      5
Vardas23892         Pavardė23892       9      2      8      5      7      10     5      4      5      5      4      4      5      7      9      9
Vardas23893         Pavardė23893       9      3      8      9      4      2      8      1      4      6      2      8      3      6      1      8
Vardas23894         Pavardė23894       8      4      6      1      9      3      3      2      5      3      7      6      6      1      3      5
Vardas23895         Pavardė23895       7      8      7      8      10     5      2      5      8      9      1      7      7      9      6      5
Vardas23896         Pavardė23896       7      8      5      6      5      10     2      4      5      4      1      9      6      5      5      1
Vardas23897         Pavardė23897       6      5      9      4      5      2      8      6      10     1      7      2      5      3      2      2
Vardas23898         Pavardė23898       1      9      9      8      1      9      10     1      8      2      5      3      5      5      4      1
Vardas23899         Pavardė23899       3      6      2      2      10     7      6      8      3      7      5      2      4      5      2      7
Vardas23900         Pavardė23900       9      6      4      5      9      7      10     5      10     10     8      2      2      8      1      5
Vardas23901         Pavardė23901       3      9      9      9      6      4      8      10     10     2      4      7      5      6      4      2
Vardas23902         Pavardė23902       2      3      6      10     6      7      8      1      3      7      4      8      1      4      9      4
Vardas23903         Pavardė23903       10     2      8      7      6      4      5      2      9      8      6      7      5      9      8      6
Vardas23904         Pavardė23904       8      3      5      1      2      6      4      1      1      6      1      10     10     1      6      9
Vardas23905         Pavardė23905       6      3      3      10     8      10     8      2      4      1      8      1      8      4      9      1
Vardas23906         Pavardė23906       8      3      8      1      4      5      4      7      5      6      5      6      2      3      2      4
Vardas23907         Pavardė23907       9      7      1      1      2      2      10     10     8      4      10     2      4      6      3      2
Vardas23908         Pavardė23908       3      6      5      4      9      5      8      8      6      9      4      7      6      1      8      10
Vardas23909         Pavardė23909       1      2      3      4      1      6      4      5      10     10     5      1      2      6      9      3
Vardas23910         Pavardė23910       3      2      1      7      1      3      7      8      10     7      3      10     9      10     7      1
Vardas23911         Pavardė23911       10     6      4      5      2      5      8      4      10     9      9      8      9      8      10     1
Vardas23912         Pavardė23912       10     6      1      3      2      5      2      8      7      5      9      9      4      3      3      2
Vardas23913         Pavardė23913       1      8      6      1      5      8      7      8      5      2      6      10     3      5      3      8
Vardas23914         Pavardė23914       10     7      9      4      4      7      7      10     4      4      4      6      6      6      7      7
Vardas23915         Pavardė23915       7      9      8      9      7      1      9      9      4      7      7      4      6      2      10     5
Vardas23916         Pavardė23916       4      4      6      7      3      3      1      10     2      5      9      7      9      1      8      10
Vardas23917         Pavardė23917       3      5      6      5      9      7      10     6      4      4      5      5      5      3      8      2
Vardas23918         Pavardė23918       9      1      6      6      3      9      4      2      10     10     4      6      1      7      4      4
Vardas23919         Pavardė23919       4      5      2      1      2      10     6      7      6      6      2      4      10     2      10     1
Vardas23920         Pavardė23920       2      4      4      5      6      5      5      1      1      2      7      6      5      5      6      2
Vardas23921         Pavardė23921       2      10     10     7      9      1      8      9      6      2      6      10     7      7      2      7
Vardas23922         Pavardė23922       6      2      6      10     7      8      4      2      4      1      10     1      2      3      3      6
Vardas23923         Pavardė23923       5      3      7      3      2      10     9      9      1      3      8      10     7      4      8      7
Vardas23924         Pavardė23924       5      8      8      7      1      6      9      9      6      1      1      8      3      1      6      8
Vardas23925         Pavardė23925       5      3      9      2      6      4      5      3      6      5      9      6      5      10     7      5
Vardas23926         Pavardė23926       9      9      3      9      1      4      6      3      5      2      10     5      5      6      7      6
